# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_f.gff" "-o" "337-17_f.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam
ENSMUSE00000139227	17	26143347	26184314	+	40968	1375
ENSMUSE00000884832	17	26188153	26188795	+	643	52
ENSMUSE00000810841	17	26202951	26211315	+	8365	101
ENSMUSE00000717357	17	26202958	26211319	+	8362	101
ENSMUSE00001259076	17	26202962	26211324	+	8363	101
ENSMUSE00000823047	17	26202963	26203833	+	871	22
ENSMUSE00000815853	17	26202965	26203636	+	672	10
ENSMUSE00001227392	17	26202976	26211317	+	8342	101
ENSMUSE00000818132	17	26202980	26203975	+	996	27
ENSMUSE00000732194	17	26203012	26204097	+	1086	31
ENSMUSE00001230603	17	26207454	26211317	+	3864	39
ENSMUSE00001311767	17	26207842	26211315	+	3474	31
ENSMUSE00000846783	17	26223502	26223645	+	144	2
ENSMUSE00001453473	17	26223711	26224554	+	844	0
ENSMUSE00001453912	17	26232564	26232881	+	318	0
ENSMUSE00000907590	17	26252896	26280719	+	27824	1690
ENSMUSE00001255132	17	26252951	26285504	+	32554	2177
ENSMUSE00001294636	17	26252956	26277634	+	24679	1440
ENSMUSE00000791137	17	26252966	26281992	+	29027	1826
ENSMUSE00001454216	17	26252984	26280720	+	27737	1690
ENSMUSE00001229737	17	26252999	26280723	+	27725	1690
ENSMUSE00001281616	17	26253222	26266393	+	13172	776
ENSMUSE00001371965	17	26267275	26281968	+	14694	1049
ENSMUSE00000862970	17	26269337	26270384	+	1048	275
ENSMUSE00001218307	17	26414829	26441795	+	26967	9
ENSMUSE00000550293	17	26414965	26446349	+	31385	12
ENSMUSE00000562935	17	26542760	26543715	+	956	5
ENSMUSE00000874003	17	26561489	26656931	+	95443	919
ENSMUSE00000387417	17	26561518	26569063	+	7546	113
ENSMUSE00001218271	17	26561545	26655352	+	93808	895
ENSMUSE00001213498	17	26601282	26655353	+	54072	411
ENSMUSE00001257848	17	26607863	26655350	+	47488	362
ENSMUSE00001462592	17	26613450	26614500	+	1051	15
ENSMUSE00001274745	17	26621449	26655174	+	33726	260
ENSMUSE00001305848	17	26624183	26643882	+	19700	142
ENSMUSE00001223530	17	26636023	26656934	+	20912	168
ENSMUSE00001456838	17	26663231	26699366	+	36136	787
ENSMUSE00000139410	17	26676157	26699647	+	23491	784
ENSMUSE00000701239	17	26715650	26776635	+	60986	8288
ENSMUSE00001206532	17	26715655	26742959	+	27305	5913
ENSMUSE00000139417	17	26715710	26764259	+	48550	7727
ENSMUSE00000373087	17	26715724	26762298	+	46575	7581
ENSMUSE00000750192	17	26742984	26758187	+	15204	1403
ENSMUSE00000946816	17	26757702	26759919	+	2218	272
ENSMUSE00000796983	17	26781066	26792521	+	11456	213
ENSMUSE00000799249	17	26781079	26792521	+	11443	213
ENSMUSE00000738566	17	26781082	26785933	+	4852	138
ENSMUSE00000139396	17	26781091	26785934	+	4844	138
ENSMUSE00001239061	17	26781093	26792520	+	11428	213
ENSMUSE00000800415	17	26786356	26790008	+	3653	40
ENSMUSE00000794654	17	26790775	26792565	+	1791	22
ENSMUSE00000932373	17	26861421	26898531	+	37111	8
ENSMUSE00000988338	17	26917091	26932583	+	15493	91
ENSMUSE00001462386	17	26917091	26921508	+	4418	21
ENSMUSE00001459451	17	26917121	26925287	+	8167	60
ENSMUSE00001316016	17	26920962	26921019	+	58	0
ENSMUSE00001461723	17	26933052	26937908	+	4857	540
ENSMUSE00001454588	17	26933131	26937890	+	4760	539
ENSMUSE00000508353	17	26933149	26937891	+	4743	539
ENSMUSE00001460175	17	26933150	26937893	+	4744	539
ENSMUSE00001316127	17	26935472	26935539	+	68	9
ENSMUSE00001360290	17	26941253	26972434	+	31182	32
ENSMUSE00000993123	17	26941382	26971121	+	29740	32
ENSMUSE00000998034	17	26952138	26970933	+	18796	25
ENSMUSE00000978103	17	26952886	26971121	+	18236	24
ENSMUSE00000610441	17	26957826	26960111	+	2286	11
ENSMUSE00001358984	17	26959838	26960555	+	718	2
ENSMUSE00001058884	17	26962306	26970562	+	8257	4
ENSMUSE00000518785	17	26963012	26970591	+	7580	4
ENSMUSE00000259503	17	26963026	26970587	+	7562	4
ENSMUSE00000709860	17	26973167	26976203	+	3037	150
ENSMUSE00000764591	17	26973217	27036378	+	63162	359
ENSMUSE00001455153	17	26973217	27008376	+	35160	332
ENSMUSE00001455184	17	27017987	27022517	+	4531	0
ENSMUSE00001463097	17	27017993	27036378	+	18386	16
ENSMUSE00000712464	17	27018009	27028667	+	10659	2
ENSMUSE00000747315	17	27018013	27028667	+	10655	2
ENSMUSE00000409970	17	27029259	27036378	+	7120	13
ENSMUSE00001308495	17	27029412	27036500	+	7089	12
ENSMUSE00000359045	17	27032859	27037624	+	4766	3
ENSMUSE00000610379	17	27057304	27122223	+	64920	3918
ENSMUSE00001313698	17	27091245	27091311	+	67	7
ENSMUSE00001459175	17	27106177	27107349	+	1173	148
ENSMUSE00001461145	17	27139549	27140003	+	455	7
ENSMUSE00001104386	17	27201032	27203071	+	2040	0
ENSMUSE00001460726	17	27244854	27258413	+	13560	0
ENSMUSE00001447457	17	27325035	27344833	+	19799	0
ENSMUSE00001445462	17	27325104	27344825	+	19722	0
ENSMUSE00001445232	17	27325118	27344821	+	19704	0
ENSMUSE00001447704	17	27325118	27344832	+	19715	0
ENSMUSE00001444394	17	27325146	27344830	+	19685	0
ENSMUSE00001445057	17	27325192	27327024	+	1833	0
ENSMUSE00001446517	17	27325196	27344832	+	19637	0
ENSMUSE00001446040	17	27332177	27344825	+	12649	0
ENSMUSE00001447586	17	27335872	27344824	+	8953	0
ENSMUSE00001447333	17	27340670	27344833	+	4164	0
ENSMUSE00001447264	17	27342449	27344832	+	2384	0
ENSMUSE00001444872	17	27342455	27344825	+	2371	0
ENSMUSE00001447662	17	27342456	27344832	+	2377	0
ENSMUSE00001444119	17	27354111	27367492	+	13382	1
ENSMUSE00001346596	17	27355738	27355799	+	62	0
ENSMUSE00001357370	17	27358097	27358155	+	59	0
ENSMUSE00001445206	17	27398147	27399221	+	1075	0
ENSMUSE00001446177	17	27437529	27438027	+	499	0
ENSMUSE00000708782	17	27522573	27522844	+	272	0
ENSMUSE00000709160	17	27530067	27530412	+	346	2
ENSMUSE00001445144	17	27552972	27553323	+	352	0
ENSMUSE00001444697	17	27556497	27562846	+	6350	138
ENSMUSE00000710525	17	27556574	27563674	+	7101	155
ENSMUSE00000477606	17	27556585	27563668	+	7084	155
ENSMUSE00000709254	17	27556615	27563669	+	7055	155
ENSMUSE00001445652	17	27565112	27566222	+	1111	8
ENSMUSE00001447060	17	27565112	27566220	+	1109	8
ENSMUSE00001446093	17	27623497	27624265	+	769	3
ENSMUSE00000724157	17	27635343	27636868	+	1526	4
ENSMUSE00000700859	17	27655509	27708659	+	53151	2041
ENSMUSE00000460033	17	27655548	27711482	+	55935	2141
ENSMUSE00000657940	17	27685227	27686085	+	859	31
ENSMUSE00000700857	17	27685239	27704962	+	19724	663
ENSMUSE00001446977	17	27704457	27708692	+	4236	190
ENSMUSE00000460015	17	27705649	27708656	+	3008	159
ENSMUSE00001445756	17	27706480	27707280	+	801	57
ENSMUSE00001447613	17	27706534	27708677	+	2144	117
ENSMUSE00001046797	17	27735220	27741492	+	6273	5
ENSMUSE00001450689	17	27784379	27785060	+	682	0
ENSMUSE00000714663	17	27784424	27785246	+	823	0
ENSMUSE00001448616	17	27838150	27851968	+	13819	394
ENSMUSE00001448854	17	27840084	27851968	+	11885	394
ENSMUSE00000499947	17	27840087	27851965	+	11879	394
ENSMUSE00000139815	17	27840135	27851968	+	11834	394
ENSMUSE00000700784	17	27856441	27900041	+	43601	201
ENSMUSE00001286894	17	27856606	27879413	+	22808	136
ENSMUSE00001293900	17	27857243	27879761	+	22519	140
ENSMUSE00001231306	17	27890105	27895366	+	5262	12
ENSMUSE00000610248	17	27894695	27897223	+	2529	15
ENSMUSE00001450431	17	27907803	27908349	+	547	0
ENSMUSE00001447896	17	27909306	28062775	+	153470	3490
ENSMUSE00000657933	17	27909317	28062763	+	153447	3490
ENSMUSE00001450308	17	27909365	27976831	+	67467	860
ENSMUSE00001449937	17	27909558	27913798	+	4241	70
ENSMUSE00001450367	17	27982392	27983158	+	767	10
ENSMUSE00001268952	17	28007345	28062599	+	55255	1954
ENSMUSE00001241516	17	28040775	28052718	+	11944	409
ENSMUSE00001313321	17	28042441	28062597	+	20157	643
ENSMUSE00001290569	17	28054333	28061036	+	6704	189
ENSMUSE00001270094	17	28057441	28059296	+	1856	40
ENSMUSE00001450205	17	28142141	28174854	+	32714	0
ENSMUSE00000340468	17	28142318	28172137	+	29820	0
ENSMUSE00001447840	17	28158874	28164110	+	5237	0
ENSMUSE00001217924	17	28160761	28173027	+	12267	0
ENSMUSE00001220804	17	28165809	28167651	+	1843	0
ENSMUSE00000700719	17	28177129	28205886	+	28758	272
ENSMUSE00001234879	17	28177163	28205886	+	28724	272
ENSMUSE00001241233	17	28177207	28205886	+	28680	272
ENSMUSE00001451133	17	28177402	28182010	+	4609	72
ENSMUSE00001293090	17	28197785	28202478	+	4694	40
ENSMUSE00001218084	17	28200147	28203250	+	3104	52
ENSMUSE00000403507	17	28202115	28205886	+	3772	56
ENSMUSE00001299815	17	28202291	28205162	+	2872	31
ENSMUSE00000822846	17	28204109	28205307	+	1199	14
ENSMUSE00000808034	17	28207778	28228608	+	20831	2252
ENSMUSE00000354792	17	28207803	28226011	+	18209	1977
ENSMUSE00001448004	17	28207826	28217735	+	9910	609
ENSMUSE00000756330	17	28207837	28212614	+	4778	287
ENSMUSE00000347199	17	28207843	28228289	+	20447	2212
ENSMUSE00001449369	17	28209679	28219757	+	10079	777
ENSMUSE00000401339	17	28217033	28219981	+	2949	467
ENSMUSE00001451005	17	28232700	28301474	+	68775	2777
ENSMUSE00000426192	17	28232747	28300135	+	67389	2746
ENSMUSE00000785191	17	28271708	28273163	+	1456	28
ENSMUSE00001218764	17	28272119	28298716	+	26598	475
ENSMUSE00001448825	17	28293246	28296971	+	3726	65
ENSMUSE00000700630	17	28313519	28326572	+	13054	200
ENSMUSE00001447836	17	28313523	28326571	+	13049	200
ENSMUSE00000700654	17	28313547	28326567	+	13021	200
ENSMUSE00001448180	17	28313577	28315953	+	2377	28
ENSMUSE00000830502	17	28315653	28317139	+	1487	48
ENSMUSE00001448280	17	28316125	28326568	+	10444	173
ENSMUSE00000756338	17	28317050	28318269	+	1220	30
ENSMUSE00001248894	17	28317506	28318935	+	1430	21
ENSMUSE00000361313	17	28317561	28326284	+	8724	134
ENSMUSE00001216150	17	28317860	28320817	+	2958	30
ENSMUSE00001280971	17	28318105	28326567	+	8463	133
ENSMUSE00001236566	17	28318455	28326567	+	8113	127
ENSMUSE00000783901	17	28328471	28331033	+	2563	596
ENSMUSE00001223380	17	28328568	28331032	+	2465	594
ENSMUSE00001264228	17	28328570	28331032	+	2463	594
ENSMUSE00000461547	17	28328583	28329791	+	1209	384
ENSMUSE00001448788	17	28328584	28330548	+	1965	527
ENSMUSE00001207819	17	28328586	28331027	+	2442	594
ENSMUSE00001234540	17	28328591	28331028	+	2438	594
ENSMUSE00001448579	17	28328599	28329483	+	885	323
ENSMUSE00001284248	17	28328616	28331032	+	2417	594
ENSMUSE00001256625	17	28328647	28330695	+	2049	565
ENSMUSE00000360865	17	28329278	28331027	+	1750	462
ENSMUSE00001449446	17	28446500	28456457	+	9958	0
ENSMUSE00000846532	17	28446861	28447148	+	288	0
ENSMUSE00001449575	17	28520008	28520250	+	243	0
ENSMUSE00001179430	17	28522720	28525398	+	2679	30
ENSMUSE00000610044	17	28523293	28525347	+	2055	23
ENSMUSE00001065580	17	28526332	28526457	+	126	0
ENSMUSE00001447944	17	28530806	28539110	+	8305	6
ENSMUSE00000139958	17	28530857	28538959	+	8103	6
ENSMUSE00001448952	17	28530861	28538954	+	8094	6
ENSMUSE00001450173	17	28530867	28539110	+	8244	6
ENSMUSE00000610028	17	28549411	28552620	+	3210	3
ENSMUSE00001450368	17	28575641	28585081	+	9441	4
ENSMUSE00000488075	17	28575653	28585679	+	10027	4
ENSMUSE00001448886	17	28691329	28748406	+	57078	2598
ENSMUSE00000411519	17	28691342	28748404	+	57063	2598
ENSMUSE00001289849	17	28691342	28748405	+	57064	2598
ENSMUSE00001451196	17	28691445	28748405	+	56961	2598
ENSMUSE00001450738	17	28726083	28726700	+	618	11
ENSMUSE00001449211	17	28728407	28745061	+	16655	980
ENSMUSE00001279472	17	28741619	28746357	+	4739	144
ENSMUSE00000767163	17	28769297	28780233	+	10937	6
ENSMUSE00000814656	17	28769336	28778219	+	8884	6
ENSMUSE00001301291	17	28769347	28779330	+	9984	6
ENSMUSE00001252447	17	28769372	28777748	+	8377	6
ENSMUSE00001259560	17	28769390	28777742	+	8353	6
ENSMUSE00000700433	17	28801090	28839949	+	38860	537
ENSMUSE00000700432	17	28801357	28838354	+	36998	523
ENSMUSE00000813803	17	28801784	28806308	+	4525	85
ENSMUSE00001234576	17	28806039	28838544	+	32506	464
ENSMUSE00000802264	17	28809659	28817174	+	7516	48
ENSMUSE00001313399	17	28810551	28838493	+	27943	348
ENSMUSE00000819657	17	28814434	28817560	+	3127	29
ENSMUSE00001243399	17	28818336	28821272	+	2937	35
ENSMUSE00001310125	17	28822639	28838541	+	15903	249
ENSMUSE00001273056	17	28823572	28838541	+	14970	234
ENSMUSE00001293686	17	28823704	28836521	+	12818	172
ENSMUSE00000657882	17	28858411	28890309	+	31899	16
ENSMUSE00001451074	17	28858518	28882811	+	24294	16
ENSMUSE00000809815	17	28905265	28906771	+	1507	0
ENSMUSE00001315756	17	29059744	29059917	+	174	1
ENSMUSE00001450862	17	29154390	29155334	+	945	0
ENSMUSE00001448792	17	29154568	29155065	+	498	0
ENSMUSE00001453102	17	29223296	29223441	+	146	0
ENSMUSE00001454211	17	29263999	29265208	+	1210	2
ENSMUSE00000843359	17	29268788	29302890	+	34103	431
ENSMUSE00000421688	17	29268825	29314065	+	45241	457
ENSMUSE00000421697	17	29268925	29302890	+	33966	431
ENSMUSE00000421651	17	29268953	29301529	+	32577	425
ENSMUSE00001452572	17	29276682	29282189	+	5508	44
ENSMUSE00001026941	17	29298284	29301525	+	3242	24
ENSMUSE00001020003	17	29308138	29308620	+	483	2
ENSMUSE00001453481	17	29317680	29328893	+	11214	2
ENSMUSE00001228199	17	29318824	29330593	+	11770	2
ENSMUSE00000809226	17	29318877	29328895	+	10019	2
ENSMUSE00000422185	17	29360914	29379553	+	18640	2
ENSMUSE00000746205	17	29360932	29365115	+	4184	2
ENSMUSE00001241733	17	29360942	29379661	+	18720	2
ENSMUSE00001312477	17	29360942	29367013	+	6072	2
ENSMUSE00001452613	17	29360973	29367406	+	6434	2
ENSMUSE00001301704	17	29365416	29379535	+	14120	0
ENSMUSE00001454174	17	29365450	29368288	+	2839	0
ENSMUSE00001215946	17	29368967	29379294	+	10328	0
ENSMUSE00001205123	17	29368979	29374859	+	5881	0
ENSMUSE00001454194	17	29373351	29374364	+	1014	0
ENSMUSE00001206697	17	29376225	29379533	+	3309	0
ENSMUSE00001234586	17	29376501	29378452	+	1952	0
ENSMUSE00001453370	17	29432835	29466072	+	33238	6
ENSMUSE00001451906	17	29434817	29466267	+	31451	6
ENSMUSE00001452688	17	29434818	29466077	+	31260	6
ENSMUSE00001451446	17	29434823	29466267	+	31445	6
ENSMUSE00001451799	17	29434862	29466063	+	31202	6
ENSMUSE00001453536	17	29453674	29463537	+	9864	2
ENSMUSE00001451867	17	29457737	29466072	+	8336	2
ENSMUSE00001454126	17	29457797	29466079	+	8283	2
ENSMUSE00001452211	17	29457845	29466072	+	8228	2
ENSMUSE00001452391	17	29458506	29463399	+	4894	2
ENSMUSE00001453558	17	29465044	29466078	+	1035	0
ENSMUSE00001451437	17	29465050	29466070	+	1021	0
ENSMUSE00001451667	17	29465050	29466072	+	1023	0
ENSMUSE00001452561	17	29465050	29466079	+	1030	0
ENSMUSE00001453978	17	29465050	29466088	+	1039	0
ENSMUSE00001451976	17	29465060	29466072	+	1013	0
ENSMUSE00000478709	17	29490753	29496112	+	5360	2093
ENSMUSE00000235024	17	29491156	29493763	+	2608	1133
ENSMUSE00001452731	17	29491305	29495445	+	4141	1806
ENSMUSE00001453261	17	29492196	29495442	+	3247	1352
ENSMUSE00001452116	17	29492216	29493865	+	1650	728
ENSMUSE00001453711	17	29493037	29496108	+	3072	1259
ENSMUSE00001453467	17	29493407	29494964	+	1558	723
ENSMUSE00000548944	17	29549785	29606895	+	57111	1789
ENSMUSE00000417039	17	29549791	29606898	+	57108	1789
ENSMUSE00000799107	17	29549799	29682012	+	132214	3972
ENSMUSE00001250425	17	29572423	29606894	+	34472	1316
ENSMUSE00001317096	17	29595538	29595600	+	63	1
ENSMUSE00000853972	17	29614790	29644991	+	30202	1282
ENSMUSE00000477395	17	29614822	29627172	+	12351	684
ENSMUSE00001313657	17	29614854	29641649	+	26796	1243
ENSMUSE00001451485	17	29614864	29615549	+	686	41
ENSMUSE00000548918	17	29614876	29703359	+	88484	2887
ENSMUSE00000867306	17	29614890	29619557	+	4668	360
ENSMUSE00001452950	17	29615785	29619124	+	3340	273
ENSMUSE00000942940	17	29616136	29627073	+	10938	604
ENSMUSE00001264381	17	29628636	29635929	+	7294	298
ENSMUSE00001283925	17	29631532	29641535	+	10004	359
ENSMUSE00001453846	17	29633518	29635280	+	1763	73
ENSMUSE00001239496	17	29634486	29641556	+	7071	261
ENSMUSE00000406829	17	29660595	29705979	+	45385	1750
ENSMUSE00001274719	17	29660614	29702272	+	41659	1443
ENSMUSE00001374637	17	29660721	29681986	+	21266	586
ENSMUSE00001302135	17	29676229	29687047	+	10819	319
ENSMUSE00000792746	17	29678879	29690407	+	11529	378
ENSMUSE00001290810	17	29680446	29690322	+	9877	342
ENSMUSE00001310643	17	29681176	29685928	+	4753	181
ENSMUSE00001283569	17	29682149	29690083	+	7935	274
ENSMUSE00001276220	17	29687056	29703359	+	16304	844
ENSMUSE00001209674	17	29694410	29701045	+	6636	397
ENSMUSE00001452883	17	29698660	29700326	+	1667	130
ENSMUSE00001252718	17	29698798	29703358	+	4561	368
ENSMUSE00001453107	17	29699681	29701071	+	1391	82
ENSMUSE00001453862	17	29717072	29719153	+	2082	13
ENSMUSE00000767422	17	29890084	29897067	+	6984	1
ENSMUSE00001452963	17	29979320	29982233	+	2914	0
ENSMUSE00001454059	17	30004733	30210022	+	205290	8788
ENSMUSE00001430449	17	30005048	30210828	+	205781	8836
ENSMUSE00001432516	17	30005051	30209973	+	204923	8787
ENSMUSE00000548635	17	30005064	30210020	+	204957	8787
ENSMUSE00001451311	17	30005154	30135641	+	130488	5948
ENSMUSE00001432030	17	30136190	30210020	+	73831	2813
ENSMUSE00001456400	17	30165506	30166385	+	880	41
ENSMUSE00001460231	17	30177475	30178790	+	1316	44
ENSMUSE00001455321	17	30178240	30178919	+	680	34
ENSMUSE00001453480	17	30197576	30208272	+	10697	543
ENSMUSE00000847732	17	30311079	30311151	+	73	0
ENSMUSE00001460081	17	30450398	30457877	+	7480	1
ENSMUSE00001336142	17	30484661	30486124	+	1464	0
ENSMUSE00001336762	17	30485511	30485963	+	453	0
ENSMUSE00001460621	17	30576300	30582594	+	6295	30
ENSMUSE00001460872	17	30576358	30582591	+	6234	30
ENSMUSE00001456482	17	30576468	30582594	+	6127	30
ENSMUSE00001462888	17	30591508	30591925	+	418	0
ENSMUSE00001461118	17	30603105	30605211	+	2107	0
ENSMUSE00001458201	17	30603221	30603674	+	454	0
ENSMUSE00001461648	17	30607056	30608265	+	1210	0
ENSMUSE00000346776	17	30624354	30875264	+	250911	4122
ENSMUSE00001454361	17	30626935	30877365	+	250431	4122
ENSMUSE00001455699	17	30626936	30816313	+	189378	3219
ENSMUSE00001459779	17	30626953	30635636	+	8684	50
ENSMUSE00001457303	17	30635756	30875264	+	239509	4059
ENSMUSE00001454704	17	30663358	30684551	+	21194	262
ENSMUSE00001460593	17	30670640	30674038	+	3399	44
ENSMUSE00000380998	17	30721041	30729884	+	8844	159
ENSMUSE00001460327	17	30739013	30740777	+	1765	49
ENSMUSE00001456233	17	30747701	30750774	+	3074	84
ENSMUSE00001455551	17	30769519	30770648	+	1130	54
ENSMUSE00001462016	17	30779733	30792766	+	13034	255
ENSMUSE00001456558	17	30800377	30804159	+	3783	48
ENSMUSE00001455915	17	30803281	30810319	+	7039	98
ENSMUSE00001459649	17	30803919	30813084	+	9166	117
ENSMUSE00001456069	17	30832179	30856032	+	23854	255
ENSMUSE00001456047	17	30846399	30856815	+	10417	146
ENSMUSE00001455376	17	30854269	30875263	+	20995	436
ENSMUSE00001456698	17	30854515	30875264	+	20750	431
ENSMUSE00001458614	17	30880471	30883429	+	2959	23
ENSMUSE00001462601	17	30901817	30940791	+	38975	8
ENSMUSE00000318687	17	30901859	30937567	+	35709	6
ENSMUSE00001462380	17	30945893	30952761	+	6869	2
ENSMUSE00000699768	17	30954640	31010710	+	56071	9
ENSMUSE00000417822	17	30954679	31010710	+	56032	9
ENSMUSE00000945638	17	30967197	30967294	+	98	0
ENSMUSE00000609482	17	31001945	31010272	+	8328	0
ENSMUSE00000848132	17	31059604	31059731	+	128	40
ENSMUSE00000805198	17	31152752	31163054	+	10303	1
ENSMUSE00000753277	17	31152794	31163052	+	10259	1
ENSMUSE00001461129	17	31159049	31160969	+	1921	0
ENSMUSE00000737382	17	31159413	31162256	+	2844	0
ENSMUSE00000730510	17	31207873	31246892	+	39020	1616
ENSMUSE00000657751	17	31208080	31241387	+	33308	1137
ENSMUSE00000814658	17	31212113	31242090	+	29978	992
ENSMUSE00001299881	17	31212297	31217982	+	5686	249
ENSMUSE00001459462	17	31213311	31214371	+	1061	70
ENSMUSE00001457157	17	31219601	31222152	+	2552	113
ENSMUSE00001282216	17	31235483	31241534	+	6052	258
ENSMUSE00001458302	17	31247303	31257978	+	10676	569
ENSMUSE00001460849	17	31247359	31253413	+	6055	380
ENSMUSE00001456795	17	31247664	31253421	+	5758	362
ENSMUSE00001461442	17	31286792	31315618	+	28827	507
ENSMUSE00001041064	17	31295483	31350739	+	55257	1472
ENSMUSE00001462444	17	31296993	31300427	+	3435	102
ENSMUSE00001463012	17	31300339	31325684	+	25346	633
ENSMUSE00001456601	17	31305543	31307957	+	2415	43
ENSMUSE00001462403	17	31305875	31350695	+	44821	1178
ENSMUSE00001454329	17	31307465	31310206	+	2742	81
ENSMUSE00000137394	17	31319176	31341354	+	22179	644
ENSMUSE00001462484	17	31322254	31349700	+	27447	741
ENSMUSE00001463103	17	31325627	31340990	+	15364	424
ENSMUSE00001461498	17	31333617	31334323	+	707	37
ENSMUSE00001458918	17	31335435	31350464	+	15030	396
ENSMUSE00000757193	17	31386210	31476310	+	90101	16
ENSMUSE00001209871	17	31386254	31476310	+	90057	16
ENSMUSE00000813863	17	31386257	31476156	+	89900	16
ENSMUSE00001256209	17	31386262	31476159	+	89898	16
ENSMUSE00001293272	17	31414156	31476308	+	62153	13
ENSMUSE00001239940	17	31433071	31476310	+	43240	8
ENSMUSE00001259750	17	31448367	31461727	+	13361	3
ENSMUSE00001292864	17	31453332	31461709	+	8378	2
ENSMUSE00001299687	17	31460894	31476155	+	15262	3
ENSMUSE00001306039	17	31461628	31476141	+	14514	3
ENSMUSE00001213715	17	31469880	31476159	+	6280	3
ENSMUSE00001210191	17	31471041	31476159	+	5119	2
ENSMUSE00001457138	17	31471052	31476298	+	5247	2
ENSMUSE00000137469	17	31677807	31681733	+	3927	0
ENSMUSE00000137470	17	31677860	31681729	+	3870	0
ENSMUSE00001430927	17	31677948	31678696	+	749	0
ENSMUSE00001429490	17	31677990	31680176	+	2187	0
ENSMUSE00001431828	17	31679480	31681505	+	2026	0
ENSMUSE00001452289	17	31789504	31793080	+	3577	1
ENSMUSE00001453047	17	31789526	31793310	+	3785	1
ENSMUSE00001455821	17	31912666	31913320	+	655	0
ENSMUSE00000705617	17	31950534	31950941	+	408	0
ENSMUSE00000846916	17	32027938	32028208	+	271	0
ENSMUSE00000547752	17	32036100	32062865	+	26766	713
ENSMUSE00001455893	17	32036391	32056836	+	20446	538
ENSMUSE00000802120	17	32036403	32047922	+	11520	264
ENSMUSE00000800665	17	32036410	32056836	+	20427	538
ENSMUSE00001242615	17	32036424	32051147	+	14724	325
ENSMUSE00001305685	17	32048285	32062856	+	14572	447
