seqnames,start,end,width,strand,Conc,Conc_STAT5B_noIL2,Conc_STAT5B_IL2,Fold
1,87755750,87755923,174,*,1.67,1.78,1.54,0.24
1,105799183,105799337,155,*,1.67,1.78,1.54,0.24
1,130533656,130533824,169,*,1.67,1.78,1.54,0.24
1,131139224,131139371,148,*,1.67,1.78,1.54,0.24
1,131638414,131638599,186,*,1.67,1.78,1.54,0.24
1,138136530,138136698,169,*,1.67,1.78,1.54,0.24
1,138972663,138972810,148,*,1.67,1.78,1.54,0.24
1,171661543,171661693,151,*,1.67,1.78,1.54,0.24
1,173510668,173510875,208,*,1.67,1.78,1.54,0.24
1,183803523,183803678,156,*,1.67,1.78,1.54,0.24
10,4617952,4618110,159,*,1.67,1.78,1.54,0.24
10,21029077,21029267,191,*,1.67,1.78,1.54,0.24
10,80320353,80320571,219,*,1.67,1.78,1.54,0.24
10,93402789,93402952,164,*,1.67,1.78,1.54,0.24
10,121265274,121265421,148,*,1.67,1.78,1.54,0.24
10,127180387,127180540,154,*,1.67,1.78,1.54,0.24
10,127218453,127218636,184,*,1.67,1.78,1.54,0.24
10,128270214,128270379,166,*,1.67,1.78,1.54,0.24
11,11726162,11726323,162,*,1.67,1.78,1.54,0.24
11,22865608,22865778,171,*,1.67,1.78,1.54,0.24
11,31352896,31353139,244,*,1.67,1.78,1.54,0.24
11,31483962,31484116,155,*,1.67,1.78,1.54,0.24
11,31914421,31914639,219,*,1.67,1.78,1.54,0.24
11,54179155,54179302,148,*,1.67,1.78,1.54,0.24
11,54534004,54534151,148,*,1.67,1.78,1.54,0.24
11,70774598,70774766,169,*,1.67,1.78,1.54,0.24
11,76838629,76838841,213,*,1.67,1.78,1.54,0.24
11,85990279,85990427,149,*,1.67,1.78,1.54,0.24
11,88690992,88691139,148,*,1.67,1.78,1.54,0.24
11,100844267,100844529,263,*,1.67,1.78,1.54,0.24
11,107464220,107464406,187,*,1.67,1.78,1.54,0.24
12,4430488,4430678,191,*,1.67,1.78,1.54,0.24
12,16509539,16509728,190,*,1.67,1.78,1.54,0.24
12,59217601,59217748,148,*,1.67,1.78,1.54,0.24
12,98600980,98601165,186,*,1.67,1.78,1.54,0.24
12,108893302,108893452,151,*,1.67,1.78,1.54,0.24
13,13849858,13850085,228,*,1.67,1.78,1.54,0.24
13,19300513,19300744,232,*,1.67,1.78,1.54,0.24
13,23584627,23584774,148,*,1.67,1.78,1.54,0.24
13,30638760,30638918,159,*,1.67,1.78,1.54,0.24
13,36145725,36145903,179,*,1.67,1.78,1.54,0.24
13,44088976,44089137,162,*,1.67,1.78,1.54,0.24
13,46975090,46975273,184,*,1.67,1.78,1.54,0.24
13,67399712,67399957,246,*,1.67,1.78,1.54,0.24
13,92029251,92029462,212,*,1.67,1.78,1.54,0.24
13,99503551,99503742,192,*,1.67,1.78,1.54,0.24
13,103955759,103956012,254,*,1.67,1.78,1.54,0.24
14,10453056,10453203,148,*,1.67,1.78,1.54,0.24
14,20815611,20815760,150,*,1.67,1.78,1.54,0.24
14,52488844,52489020,177,*,1.67,1.78,1.54,0.24
14,56296606,56296830,225,*,1.67,1.78,1.54,0.24
15,5446496,5446678,183,*,1.67,1.78,1.54,0.24
15,9472257,9472536,280,*,1.67,1.78,1.54,0.24
15,62393499,62393646,148,*,1.67,1.78,1.54,0.24
15,63123124,63123279,156,*,1.67,1.78,1.54,0.24
15,76198623,76198772,150,*,1.67,1.78,1.54,0.24
15,81416421,81416619,199,*,1.67,1.78,1.54,0.24
16,3113532,3113741,210,*,1.67,1.78,1.54,0.24
16,11577765,11578021,257,*,1.67,1.78,1.54,0.24
16,29643281,29643481,201,*,1.67,1.78,1.54,0.24
16,43980205,43980365,161,*,1.67,1.78,1.54,0.24
16,48621624,48621774,151,*,1.67,1.78,1.54,0.24
16,50289818,50289978,161,*,1.67,1.78,1.54,0.24
16,51705158,51705341,184,*,1.67,1.78,1.54,0.24
16,51777215,51777368,154,*,1.67,1.78,1.54,0.24
16,51989385,51989539,155,*,1.67,1.78,1.54,0.24
16,54108657,54108819,163,*,1.67,1.78,1.54,0.24
16,55636946,55637128,183,*,1.67,1.78,1.54,0.24
16,55964644,55964813,170,*,1.67,1.78,1.54,0.24
16,91373066,91373213,148,*,1.67,1.78,1.54,0.24
17,42612974,42613263,290,*,1.67,1.78,1.54,0.24
17,50536912,50537160,249,*,1.67,1.78,1.54,0.24
17,65929513,65929691,179,*,1.67,1.78,1.54,0.24
17,80501164,80501346,183,*,1.67,1.78,1.54,0.24
17,84226667,84226874,208,*,1.67,1.78,1.54,0.24
18,11883286,11883433,148,*,1.67,1.78,1.54,0.24
18,14782913,14783085,173,*,1.67,1.78,1.54,0.24
18,54990746,54990906,161,*,1.67,1.78,1.54,0.24
18,65801767,65801917,151,*,1.67,1.78,1.54,0.24
18,67280809,67280970,162,*,1.67,1.78,1.54,0.24
19,6018216,6018369,154,*,1.67,1.78,1.54,0.24
19,8893293,8893457,165,*,1.67,1.78,1.54,0.24
19,11484061,11484221,161,*,1.67,1.78,1.54,0.24
19,23135893,23136040,148,*,1.67,1.78,1.54,0.24
19,34678578,34678791,214,*,1.67,1.78,1.54,0.24
2,14631664,14631863,200,*,1.67,1.78,1.54,0.24
2,65188784,65188932,149,*,1.67,1.78,1.54,0.24
2,75978082,75978262,181,*,1.67,1.78,1.54,0.24
2,118659254,118659412,159,*,1.67,1.78,1.54,0.24
2,119156145,119156299,155,*,1.67,1.78,1.54,0.24
2,120027267,120027489,223,*,1.67,1.78,1.54,0.24
2,153632765,153632922,158,*,1.67,1.78,1.54,0.24
2,154754011,154754277,267,*,1.67,1.78,1.54,0.24
2,167804978,167805211,234,*,1.67,1.78,1.54,0.24
3,22040924,22041071,148,*,1.67,1.78,1.54,0.24
3,38485165,38485324,160,*,1.67,1.78,1.54,0.24
3,52843218,52843405,188,*,1.67,1.78,1.54,0.24
3,59702623,59702878,256,*,1.67,1.78,1.54,0.24
3,95650768,95650990,223,*,1.67,1.78,1.54,0.24
3,96032343,96032546,204,*,1.67,1.78,1.54,0.24
3,106831729,106831890,162,*,1.67,1.78,1.54,0.24
3,115761399,115761565,167,*,1.67,1.78,1.54,0.24
3,121201222,121201439,218,*,1.67,1.78,1.54,0.24
3,121494058,121494248,191,*,1.67,1.78,1.54,0.24
4,32049525,32049700,176,*,1.67,1.78,1.54,0.24
4,62220241,62220389,149,*,1.67,1.78,1.54,0.24
4,62552041,62552211,171,*,1.67,1.78,1.54,0.24
4,89393276,89393460,185,*,1.67,1.78,1.54,0.24
4,106944006,106944167,162,*,1.67,1.78,1.54,0.24
4,106982798,106982945,148,*,1.67,1.78,1.54,0.24
4,109102640,109102808,169,*,1.67,1.78,1.54,0.24
4,122822989,122823136,148,*,1.67,1.78,1.54,0.24
4,143172049,143172209,161,*,1.67,1.78,1.54,0.24
4,148150633,148150789,157,*,1.67,1.78,1.54,0.24
5,3800087,3800257,171,*,1.67,1.78,1.54,0.24
5,21411460,21411607,148,*,1.67,1.78,1.54,0.24
6,15780273,15780420,148,*,1.67,1.78,1.54,0.24
6,34174795,34174970,176,*,1.67,1.78,1.54,0.24
6,65603243,65603390,148,*,1.67,1.78,1.54,0.24
6,66413136,66413297,162,*,1.67,1.78,1.54,0.24
6,97290842,97291123,282,*,1.67,1.78,1.54,0.24
6,115322221,115322373,153,*,1.67,1.78,1.54,0.24
6,130311885,130312067,183,*,1.67,1.78,1.54,0.24
6,137544468,137544662,195,*,1.67,1.78,1.54,0.24
6,140722802,140722952,151,*,1.67,1.78,1.54,0.24
7,24455523,24455670,148,*,1.67,1.78,1.54,0.24
7,68648515,68648669,155,*,1.67,1.78,1.54,0.24
7,71986734,71986889,156,*,1.67,1.78,1.54,0.24
7,75609664,75609865,202,*,1.67,1.78,1.54,0.24
7,98176367,98176537,171,*,1.67,1.78,1.54,0.24
7,114356489,114356715,227,*,1.67,1.78,1.54,0.24
7,116441433,116441621,189,*,1.67,1.78,1.54,0.24
7,136270174,136270379,206,*,1.67,1.78,1.54,0.24
8,114974628,114974855,228,*,1.67,1.78,1.54,0.24
8,115178388,115178590,203,*,1.67,1.78,1.54,0.24
8,126603419,126603619,201,*,1.67,1.78,1.54,0.24
9,7863041,7863225,185,*,1.67,1.78,1.54,0.24
9,13639692,13639918,227,*,1.67,1.78,1.54,0.24
9,14967078,14967226,149,*,1.67,1.78,1.54,0.24
9,22214749,22214919,171,*,1.67,1.78,1.54,0.24
9,50491835,50492018,184,*,1.67,1.78,1.54,0.24
9,53452269,53452421,153,*,1.67,1.78,1.54,0.24
9,66382549,66382719,171,*,1.67,1.78,1.54,0.24
9,72679800,72680046,247,*,1.67,1.78,1.54,0.24
9,78401578,78401773,196,*,1.67,1.78,1.54,0.24
9,95331309,95331476,168,*,1.67,1.78,1.54,0.24
9,100658086,100658262,177,*,1.67,1.78,1.54,0.24
9,100836609,100836768,160,*,1.67,1.78,1.54,0.24
9,107609664,107609825,162,*,1.67,1.78,1.54,0.24
9,115204681,115204841,161,*,1.67,1.78,1.54,0.24
9,116296407,116296554,148,*,1.67,1.78,1.54,0.24
9,117926787,117926972,186,*,1.67,1.78,1.54,0.24
9,118285650,118285797,148,*,1.67,1.78,1.54,0.24
9,123872111,123872303,193,*,1.67,1.78,1.54,0.24
X,23673330,23673503,174,*,1.67,1.78,1.54,0.24
X,36360146,36360294,149,*,1.67,1.78,1.54,0.24
X,59091949,59092159,211,*,1.67,1.78,1.54,0.24
6,149366467,149366751,285,*,4.05,4.1,4,0.1
10,41978412,41978939,528,*,4.41,4.36,4.45,-0.08
4,102104604,102104850,247,*,2.85,2.78,2.92,-0.14
4,150924233,150924539,307,*,2.85,2.78,2.92,-0.14
9,69073381,69073571,191,*,2.85,2.78,2.92,-0.14
12,73842376,73842849,474,*,3.73,3.78,3.68,0.1
6,99302052,99302354,303,*,3.73,3.78,3.68,0.1
7,106279915,106280285,371,*,3.73,3.78,3.68,0.1
15,74933968,74934313,346,*,3.42,3.36,3.47,-0.1
7,106031640,106032013,374,*,3.42,3.36,3.47,-0.1
3,95668891,95669272,382,*,3.82,3.78,3.86,-0.08
14,14684940,14685284,345,*,3.32,3.36,3.26,0.1
1,30848256,30848459,204,*,1.85,1.78,1.92,-0.14
1,80412556,80412716,161,*,1.85,1.78,1.92,-0.14
1,171747461,171747650,190,*,1.85,1.78,1.92,-0.14
1,179511899,179512150,252,*,1.85,1.78,1.92,-0.14
10,11225480,11225627,148,*,1.85,1.78,1.92,-0.14
10,34095267,34095447,181,*,1.85,1.78,1.92,-0.14
10,60381353,60381523,171,*,1.85,1.78,1.92,-0.14
10,96356983,96357207,225,*,1.85,1.78,1.92,-0.14
11,4260553,4260708,156,*,1.85,1.78,1.92,-0.14
11,16768121,16768424,304,*,1.85,1.78,1.92,-0.14
11,62576767,62576946,180,*,1.85,1.78,1.92,-0.14
12,30599260,30599522,263,*,1.85,1.78,1.92,-0.14
12,32376886,32377086,201,*,1.85,1.78,1.92,-0.14
12,40248883,40249108,226,*,1.85,1.78,1.92,-0.14
12,52782961,52783203,243,*,1.85,1.78,1.92,-0.14
12,76367215,76367370,156,*,1.85,1.78,1.92,-0.14
12,99205686,99205915,230,*,1.85,1.78,1.92,-0.14
12,102351200,102351426,227,*,1.85,1.78,1.92,-0.14
13,51936175,51936341,167,*,1.85,1.78,1.92,-0.14
13,55875111,55875325,215,*,1.85,1.78,1.92,-0.14
13,67500477,67500741,265,*,1.85,1.78,1.92,-0.14
13,95688851,95689005,155,*,1.85,1.78,1.92,-0.14
13,117260898,117261097,200,*,1.85,1.78,1.92,-0.14
14,16256274,16256457,184,*,1.85,1.78,1.92,-0.14
14,45082719,45082868,150,*,1.85,1.78,1.92,-0.14
15,66560886,66561095,210,*,1.85,1.78,1.92,-0.14
15,79177048,79177236,189,*,1.85,1.78,1.92,-0.14
15,80572377,80572530,154,*,1.85,1.78,1.92,-0.14
15,86028005,86028186,182,*,1.85,1.78,1.92,-0.14
15,88662200,88662383,184,*,1.85,1.78,1.92,-0.14
16,36720268,36720477,210,*,1.85,1.78,1.92,-0.14
16,57631332,57631540,209,*,1.85,1.78,1.92,-0.14
16,84680760,84680940,181,*,1.85,1.78,1.92,-0.14
17,6426889,6427085,197,*,1.85,1.78,1.92,-0.14
17,6581287,6581451,165,*,1.85,1.78,1.92,-0.14
17,6658932,6659122,191,*,1.85,1.78,1.92,-0.14
17,29549075,29549317,243,*,1.85,1.78,1.92,-0.14
17,32037287,32037557,271,*,1.85,1.78,1.92,-0.14
17,45217150,45217345,196,*,1.85,1.78,1.92,-0.14
17,80105332,80105546,215,*,1.85,1.78,1.92,-0.14
18,65322547,65322753,207,*,1.85,1.78,1.92,-0.14
18,75371454,75371640,187,*,1.85,1.78,1.92,-0.14
18,84680674,84680821,148,*,1.85,1.78,1.92,-0.14
18,84872445,84872646,202,*,1.85,1.78,1.92,-0.14
19,11052987,11053156,170,*,1.85,1.78,1.92,-0.14
19,22727924,22728123,200,*,1.85,1.78,1.92,-0.14
19,29391352,29391543,192,*,1.85,1.78,1.92,-0.14
19,47067265,47067562,298,*,1.85,1.78,1.92,-0.14
19,59897875,59898114,240,*,1.85,1.78,1.92,-0.14
2,13573096,13573300,205,*,1.85,1.78,1.92,-0.14
2,26668855,26669065,211,*,1.85,1.78,1.92,-0.14
2,69994912,69995171,260,*,1.85,1.78,1.92,-0.14
2,75685566,75685736,171,*,1.85,1.78,1.92,-0.14
2,91242743,91242961,219,*,1.85,1.78,1.92,-0.14
2,93192066,93192273,208,*,1.85,1.78,1.92,-0.14
2,105358231,105358472,242,*,1.85,1.78,1.92,-0.14
2,128383749,128383935,187,*,1.85,1.78,1.92,-0.14
2,145209008,145209306,299,*,1.85,1.78,1.92,-0.14
2,157121918,157122102,185,*,1.85,1.78,1.92,-0.14
2,166000346,166000557,212,*,1.85,1.78,1.92,-0.14
2,166655773,166655961,189,*,1.85,1.78,1.92,-0.14
2,167505316,167505483,168,*,1.85,1.78,1.92,-0.14
2,181334130,181334343,214,*,1.85,1.78,1.92,-0.14
2,181879226,181879418,193,*,1.85,1.78,1.92,-0.14
3,103494167,103494357,191,*,1.85,1.78,1.92,-0.14
3,136322011,136322249,239,*,1.85,1.78,1.92,-0.14
4,16015725,16015917,193,*,1.85,1.78,1.92,-0.14
4,57222956,57223136,181,*,1.85,1.78,1.92,-0.14
4,87976941,87977099,159,*,1.85,1.78,1.92,-0.14
4,102982879,102983047,169,*,1.85,1.78,1.92,-0.14
4,135080554,135080732,179,*,1.85,1.78,1.92,-0.14
4,136147529,136147721,193,*,1.85,1.78,1.92,-0.14
5,11845329,11845477,149,*,1.85,1.78,1.92,-0.14
5,20944984,20945292,309,*,1.85,1.78,1.92,-0.14
5,34763027,34763238,212,*,1.85,1.78,1.92,-0.14
5,53394264,53394449,186,*,1.85,1.78,1.92,-0.14
5,53402139,53402295,157,*,1.85,1.78,1.92,-0.14
5,67552323,67552682,360,*,1.85,1.78,1.92,-0.14
5,96921628,96921801,174,*,1.85,1.78,1.92,-0.14
5,100636943,100637109,167,*,1.85,1.78,1.92,-0.14
5,105053542,105053742,201,*,1.85,1.78,1.92,-0.14
5,105859307,105859525,219,*,1.85,1.78,1.92,-0.14
5,107164157,107164325,169,*,1.85,1.78,1.92,-0.14
5,113672577,113672772,196,*,1.85,1.78,1.92,-0.14
6,42221294,42221557,264,*,1.85,1.78,1.92,-0.14
6,82744641,82744885,245,*,1.85,1.78,1.92,-0.14
6,87503950,87504128,179,*,1.85,1.78,1.92,-0.14
6,125009041,125009212,172,*,1.85,1.78,1.92,-0.14
6,125516450,125516672,223,*,1.85,1.78,1.92,-0.14
6,129747339,129747499,161,*,1.85,1.78,1.92,-0.14
6,142848426,142848647,222,*,1.85,1.78,1.92,-0.14
6,146516010,146516204,195,*,1.85,1.78,1.92,-0.14
7,42490938,42491105,168,*,1.85,1.78,1.92,-0.14
7,99833836,99834075,240,*,1.85,1.78,1.92,-0.14
7,100855977,100856152,176,*,1.85,1.78,1.92,-0.14
7,110059457,110059698,242,*,1.85,1.78,1.92,-0.14
7,114081679,114081910,232,*,1.85,1.78,1.92,-0.14
7,123322322,123322469,148,*,1.85,1.78,1.92,-0.14
8,46990989,46991195,207,*,1.85,1.78,1.92,-0.14
9,25318438,25318645,208,*,1.85,1.78,1.92,-0.14
9,32518403,32518550,148,*,1.85,1.78,1.92,-0.14
9,44771665,44771838,174,*,1.85,1.78,1.92,-0.14
9,70284697,70284928,232,*,1.85,1.78,1.92,-0.14
9,74947118,74947383,266,*,1.85,1.78,1.92,-0.14
9,81864127,81864361,235,*,1.85,1.78,1.92,-0.14
1,152008953,152009232,280,*,2.73,2.78,2.68,0.1
17,44536586,44536905,320,*,2.73,2.78,2.68,0.1
18,65481325,65481594,270,*,2.73,2.78,2.68,0.1
3,84068961,84069241,281,*,2.73,2.78,2.68,0.1
6,125260898,125261150,253,*,2.73,2.78,2.68,0.1
9,32489314,32489530,217,*,2.73,2.78,2.68,0.1
2,102738813,102739040,228,*,2.82,2.78,2.86,-0.08
3,146158263,146158654,392,*,2.82,2.78,2.86,-0.08
4,118008159,118008490,332,*,2.82,2.78,2.86,-0.08
2,6594282,6594572,291,*,3.4,3.36,3.43,-0.07
1,33883434,33883666,233,*,1.73,1.78,1.68,0.1
1,38723774,38724042,269,*,1.73,1.78,1.68,0.1
1,69759571,69759736,166,*,1.73,1.78,1.68,0.1
1,69870132,69870330,199,*,1.73,1.78,1.68,0.1
1,84822539,84822686,148,*,1.73,1.78,1.68,0.1
1,138683606,138683842,237,*,1.73,1.78,1.68,0.1
1,138973704,138973869,166,*,1.73,1.78,1.68,0.1
1,162186732,162186897,166,*,1.73,1.78,1.68,0.1
10,18923695,18923905,211,*,1.73,1.78,1.68,0.1
10,39344082,39344254,173,*,1.73,1.78,1.68,0.1
10,44381215,44381376,162,*,1.73,1.78,1.68,0.1
10,54026874,54027087,214,*,1.73,1.78,1.68,0.1
10,60370758,60370905,148,*,1.73,1.78,1.68,0.1
10,95142894,95143041,148,*,1.73,1.78,1.68,0.1
10,96338255,96338444,190,*,1.73,1.78,1.68,0.1
10,105841403,105841620,218,*,1.73,1.78,1.68,0.1
10,111912243,111912399,157,*,1.73,1.78,1.68,0.1
11,4483980,4484146,167,*,1.73,1.78,1.68,0.1
11,6522950,6523119,170,*,1.73,1.78,1.68,0.1
11,11731694,11731876,183,*,1.73,1.78,1.68,0.1
11,26705085,26705282,198,*,1.73,1.78,1.68,0.1
11,34010771,34011054,284,*,1.73,1.78,1.68,0.1
11,48994189,48994377,189,*,1.73,1.78,1.68,0.1
11,70121160,70121322,163,*,1.73,1.78,1.68,0.1
11,86816218,86816374,157,*,1.73,1.78,1.68,0.1
11,103264788,103264989,202,*,1.73,1.78,1.68,0.1
11,108287542,108287745,204,*,1.73,1.78,1.68,0.1
11,121703619,121703766,148,*,1.73,1.78,1.68,0.1
12,35641085,35641335,251,*,1.73,1.78,1.68,0.1
12,36078526,36078707,182,*,1.73,1.78,1.68,0.1
12,55465017,55465236,220,*,1.73,1.78,1.68,0.1
12,79440041,79440214,174,*,1.73,1.78,1.68,0.1
12,85311658,85311863,206,*,1.73,1.78,1.68,0.1
12,91803652,91803885,234,*,1.73,1.78,1.68,0.1
13,19861741,19861916,176,*,1.73,1.78,1.68,0.1
13,22014165,22014360,196,*,1.73,1.78,1.68,0.1
13,41128336,41128528,193,*,1.73,1.78,1.68,0.1
13,101718883,101719080,198,*,1.73,1.78,1.68,0.1
13,105090514,105090705,192,*,1.73,1.78,1.68,0.1
13,111249366,111249570,205,*,1.73,1.78,1.68,0.1
14,19970352,19970536,185,*,1.73,1.78,1.68,0.1
14,20392414,20392603,190,*,1.73,1.78,1.68,0.1
14,122725912,122726118,207,*,1.73,1.78,1.68,0.1
15,5301653,5301841,189,*,1.73,1.78,1.68,0.1
15,9748655,9748882,228,*,1.73,1.78,1.68,0.1
15,30838088,30838323,236,*,1.73,1.78,1.68,0.1
15,37482607,37482806,200,*,1.73,1.78,1.68,0.1
15,78896854,78897014,161,*,1.73,1.78,1.68,0.1
16,10814823,10815040,218,*,1.73,1.78,1.68,0.1
16,23326697,23326884,188,*,1.73,1.78,1.68,0.1
16,33343631,33343864,234,*,1.73,1.78,1.68,0.1
16,35114757,35114926,170,*,1.73,1.78,1.68,0.1
16,45998300,45998454,155,*,1.73,1.78,1.68,0.1
16,78518672,78518926,255,*,1.73,1.78,1.68,0.1
17,6598483,6598651,169,*,1.73,1.78,1.68,0.1
17,15714656,15714826,171,*,1.73,1.78,1.68,0.1
17,26715670,26715854,185,*,1.73,1.78,1.68,0.1
17,33483837,33484033,197,*,1.73,1.78,1.68,0.1
17,70958419,70958686,268,*,1.73,1.78,1.68,0.1
18,39664019,39664185,167,*,1.73,1.78,1.68,0.1
18,50859630,50859796,167,*,1.73,1.78,1.68,0.1
19,9055774,9055922,149,*,1.73,1.78,1.68,0.1
19,18615835,18616027,193,*,1.73,1.78,1.68,0.1
19,40687332,40687499,168,*,1.73,1.78,1.68,0.1
19,45058550,45058778,229,*,1.73,1.78,1.68,0.1
19,53839059,53839280,222,*,1.73,1.78,1.68,0.1
2,83764610,83764774,165,*,1.73,1.78,1.68,0.1
2,102701409,102701594,186,*,1.73,1.78,1.68,0.1
2,120933150,120933336,187,*,1.73,1.78,1.68,0.1
2,121948273,121948421,149,*,1.73,1.78,1.68,0.1
3,19611227,19611413,187,*,1.73,1.78,1.68,0.1
3,68787555,68787702,148,*,1.73,1.78,1.68,0.1
3,94580130,94580293,164,*,1.73,1.78,1.68,0.1
3,98033965,98034154,190,*,1.73,1.78,1.68,0.1
3,103990918,103991065,148,*,1.73,1.78,1.68,0.1
3,109010292,109010492,201,*,1.73,1.78,1.68,0.1
3,114889771,114889987,217,*,1.73,1.78,1.68,0.1
3,133333580,133333824,245,*,1.73,1.78,1.68,0.1
3,133626604,133626814,211,*,1.73,1.78,1.68,0.1
3,135635212,135635377,166,*,1.73,1.78,1.68,0.1
3,136688037,136688191,155,*,1.73,1.78,1.68,0.1
3,153958067,153958227,161,*,1.73,1.78,1.68,0.1
4,8928848,8929033,186,*,1.73,1.78,1.68,0.1
4,9012166,9012313,148,*,1.73,1.78,1.68,0.1
4,35155622,35155820,199,*,1.73,1.78,1.68,0.1
4,41241236,41241448,213,*,1.73,1.78,1.68,0.1
4,46526273,46526420,148,*,1.73,1.78,1.68,0.1
4,59287403,59287590,188,*,1.73,1.78,1.68,0.1
4,109726337,109726570,234,*,1.73,1.78,1.68,0.1
4,119897571,119897747,177,*,1.73,1.78,1.68,0.1
5,8374369,8374618,250,*,1.73,1.78,1.68,0.1
5,25746686,25746856,171,*,1.73,1.78,1.68,0.1
5,34544079,34544240,162,*,1.73,1.78,1.68,0.1
5,35166075,35166281,207,*,1.73,1.78,1.68,0.1
5,65128588,65128798,211,*,1.73,1.78,1.68,0.1
5,105293680,105293838,159,*,1.73,1.78,1.68,0.1
5,124186055,124186252,198,*,1.73,1.78,1.68,0.1
5,144898722,144898910,189,*,1.73,1.78,1.68,0.1
5,151413167,151413367,201,*,1.73,1.78,1.68,0.1
6,41078923,41079126,204,*,1.73,1.78,1.68,0.1
6,71352163,71352327,165,*,1.73,1.78,1.68,0.1
6,99274726,99274918,193,*,1.73,1.78,1.68,0.1
6,130386950,130387185,236,*,1.73,1.78,1.68,0.1
6,135362787,135362935,149,*,1.73,1.78,1.68,0.1
6,142578975,142579189,215,*,1.73,1.78,1.68,0.1
7,4695083,4695231,149,*,1.73,1.78,1.68,0.1
7,4796059,4796229,171,*,1.73,1.78,1.68,0.1
7,19845274,19845434,161,*,1.73,1.78,1.68,0.1
7,64042794,64043018,225,*,1.73,1.78,1.68,0.1
7,84165041,84165242,202,*,1.73,1.78,1.68,0.1
7,99856821,99857009,189,*,1.73,1.78,1.68,0.1
7,103812232,103812413,182,*,1.73,1.78,1.68,0.1
8,60994500,60994661,162,*,1.73,1.78,1.68,0.1
8,81497663,81497830,168,*,1.73,1.78,1.68,0.1
8,86707971,86708157,187,*,1.73,1.78,1.68,0.1
8,91074099,91074303,205,*,1.73,1.78,1.68,0.1
8,106914133,106914323,191,*,1.73,1.78,1.68,0.1
8,108317483,108317643,161,*,1.73,1.78,1.68,0.1
9,73089500,73089685,186,*,1.73,1.78,1.68,0.1
9,108035494,108035778,285,*,1.73,1.78,1.68,0.1
9,116329224,116329415,192,*,1.73,1.78,1.68,0.1
9,118165976,118166135,160,*,1.73,1.78,1.68,0.1
CHR_MG3836_PATCH,122663918,122664075,158,*,1.73,1.78,1.68,0.1
CHR_MG4138_PATCH,7483715,7483862,148,*,1.73,1.78,1.68,0.1
X,114332444,114332619,176,*,1.73,1.78,1.68,0.1
X,151780454,151780605,152,*,1.73,1.78,1.68,0.1
Y,90819742,90819889,148,*,1.73,1.78,1.68,0.1
1,40515231,40515480,250,*,3.34,3.36,3.31,0.06
1,82832512,82832794,283,*,4.35,4.36,4.33,0.04
15,62730522,62730904,383,*,3.76,3.78,3.74,0.04
19,40589392,40589721,330,*,4.11,4.1,4.13,-0.03
13,30865530,30865876,347,*,3.79,3.78,3.81,-0.03
1,80639780,80639959,180,*,2.76,2.78,2.74,0.04
13,6159761,6159995,235,*,2.76,2.78,2.74,0.04
14,72753037,72753255,219,*,2.76,2.78,2.74,0.04
16,32331879,32332131,253,*,2.76,2.78,2.74,0.04
17,31073895,31074147,253,*,2.76,2.78,2.74,0.04
19,46629729,46629974,246,*,2.76,2.78,2.74,0.04
4,9605468,9605693,226,*,2.76,2.78,2.74,0.04
4,46403880,46404202,323,*,2.76,2.78,2.74,0.04
4,101199815,101200100,286,*,2.76,2.78,2.74,0.04
1,38777587,38777971,385,*,3.38,3.36,3.39,-0.03
10,96370959,96371201,243,*,3.38,3.36,3.39,-0.03
3,69182483,69182788,306,*,3.38,3.36,3.39,-0.03
12,55262075,55262329,255,*,2.79,2.78,2.81,-0.03
13,5767946,5768184,239,*,2.79,2.78,2.81,-0.03
7,16221617,16221945,329,*,2.79,2.78,2.81,-0.03
7,125588746,125588988,243,*,2.79,2.78,2.81,-0.03
8,70512452,70512725,274,*,2.79,2.78,2.81,-0.03
9,64789269,64789578,310,*,2.79,2.78,2.81,-0.03
1,51509705,51509990,286,*,4.36,4.36,4.35,0.01
1,39205161,39205433,273,*,1.79,1.78,1.81,-0.03
1,51493881,51494059,179,*,1.79,1.78,1.81,-0.03
1,80637172,80637357,186,*,1.79,1.78,1.81,-0.03
1,130894652,130894833,182,*,1.79,1.78,1.81,-0.03
1,131886035,131886224,190,*,1.79,1.78,1.81,-0.03
1,138930964,138931153,190,*,1.79,1.78,1.81,-0.03
1,161653677,161653882,206,*,1.79,1.78,1.81,-0.03
1,171627976,171628123,148,*,1.79,1.78,1.81,-0.03
1,173548905,173549158,254,*,1.79,1.78,1.81,-0.03
10,7952676,7952875,200,*,1.79,1.78,1.81,-0.03
10,11278237,11278479,243,*,1.79,1.78,1.81,-0.03
10,22412457,22412624,168,*,1.79,1.78,1.81,-0.03
10,44448248,44448453,206,*,1.79,1.78,1.81,-0.03
10,44821695,44821926,232,*,1.79,1.78,1.81,-0.03
10,59578393,59578591,199,*,1.79,1.78,1.81,-0.03
10,68054299,68054538,240,*,1.79,1.78,1.81,-0.03
10,95970825,95971048,224,*,1.79,1.78,1.81,-0.03
11,6560869,6561022,154,*,1.79,1.78,1.81,-0.03
11,21179592,21179739,148,*,1.79,1.78,1.81,-0.03
11,53592561,53592770,210,*,1.79,1.78,1.81,-0.03
11,79129525,79129743,219,*,1.79,1.78,1.81,-0.03
11,79899818,79900034,217,*,1.79,1.78,1.81,-0.03
11,85407815,85408036,222,*,1.79,1.78,1.81,-0.03
11,106675348,106675531,184,*,1.79,1.78,1.81,-0.03
